,r_list,u_m_list,rev_A_list,APX_rev_list,rev_A1_list,rev_A2_list,rho_list,DAPX,r_rho_list,APX_tnorm_list
31,0.5777801238239256,5.830952747352091,3.3633277012114156,3.3293658610747725,2.8021869075337684,3.6312507541580503,2.358418410391754,1.7336855832549047,1.8084437997854281,1.7513703782226464
32,0.5839271666187091,5.905963220577615,3.3970369353444108,3.3529153649383763,2.81003123385132,3.667640285742665,2.374089914993702,1.7385631457606847,1.815811270422502,1.7614411870745688
33,0.5896914511218168,5.982643876902312,3.4290083259974287,3.395360433606986,2.8382300444964264,3.7107696615993384,2.3888415815746895,1.7447154711011332,1.8227160706325674,1.7620055348724148
34,0.5951051422272369,6.060857511407241,3.4598641155043803,3.415990903375834,2.873192621732535,3.7369107607505243,2.402745618166259,1.751761719267315,1.829197492515282,1.7742604365303294
35,0.6001972030005837,6.140480065885699,3.493562753140038,3.457333655976398,2.89620268350022,3.7830451296272805,2.415867654625111,1.757655579641898,1.8352908583767789,1.7760738988182916
36,0.6049937359227063,6.221399333269844,3.5244561253213718,3.48828538003661,2.9227436972261738,3.815737494773974,2.428267350452317,1.7652083362798439,1.8410279545425823,1.7835121429212162
37,0.6095182907420259,6.3035137620596355,3.571555048286964,3.5373080552968377,2.9743236779085565,3.8699234674840013,2.4399989618396307,1.7649213512985078,1.846437420183934,1.7820087093123327
38,0.6137921403391476,6.386731365677647,3.599872202794897,3.5640274745245115,2.989351363317041,3.9022429273524466,2.4511118640869296,1.7741550271476492,1.851545093897746,1.7919983533599786
39,0.6178345267748792,6.470968735607103,3.6442845626399545,3.601283992851712,3.025923627373606,3.9480607534758043,2.461651028632431,1.7756485873648329,1.856374321458127,1.796850442356534
40,0.6178345267748792,6.470968735607103,3.639319544033293,3.5974617129318656,3.0192636126175367,3.947847130630279,2.461651028632431,1.7780710534793056,1.856374321458127,1.7987595843885666
41,0.6659192146519594,8.144898695932062,4.443259067845974,4.4091036951697085,3.6932283742980587,4.839818029198794,2.5891429967930044,1.8330911098282163,1.9136855645424062,1.84729125442321
42,0.6894031888347563,9.92846733808552,5.330931381750196,5.289214807379639,4.432931415152261,5.805419354091406,2.652861732142574,1.8624263992731993,1.9415884601168598,1.8771155454365522
43,0.7032070041795286,11.755509765878756,6.27357315330557,6.230154458865252,5.167478416013171,6.846632458083526,2.6907693255451104,1.8738140894531106,1.957963422071921,1.8868729248198897
44,0.7122674311661721,13.603960281277292,7.211310004481922,7.165055887605455,5.931794828563452,7.90150279482116,2.7158353093978733,1.8864755880446489,1.9687009380502898,1.8986537571619284
45,0.7186629247897247,15.464481776701104,8.166546309821952,8.115012487027531,6.7406267432997655,8.938895548695173,2.7336172573720243,1.8936379211003658,1.9762752167558562,1.9056633371078926
46,0.7234154564376953,17.332465860212405,9.139120804848869,9.053991621453134,7.502094425290898,9.984252230341166,2.74687881856599,1.8965134863975603,1.981901018431238,1.9143452506785736
47,0.7270847393902176,19.205381097679716,10.091902182015875,10.046325857574368,8.302289164518724,11.08141524726116,2.7571455563778318,1.9030486771764772,1.9862429552141505,1.9116820785979116
48,0.7300026033175375,21.08172308967231,11.059124094226858,10.948982184989372,9.136605461640833,12.094981103298515,2.765327196777863,1.9062742139476943,1.9896947451244593,1.9254504878612853
49,0.7323780951441554,22.960542195388747,12.052975864634856,11.96675139069542,9.956220176444775,13.193148759602602,2.771999432479324,1.904968735792315,1.9925042770603678,1.9186946770901747
50,0.7343493928534524,24.841209653926605,13.009938665094893,12.904936722568776,10.72349306713914,14.223271282096459,2.7775441534978884,1.909402518597148,1.9948353260204088,1.9249385090345386
51,0.7360114599311179,26.723292724493394,13.96005192208041,13.85335417960688,11.511717253487234,15.329684141257744,2.782224581415962,1.914268863300254,1.996800403908552,1.9290124527265733
52,0.7374316991082086,28.60648387648679,14.929431692902574,14.857228433322916,12.398730600115801,16.393378656610164,2.7862279973743327,1.916113383611666,1.9984793433512125,1.92542532443844
53,0.738659266650035,30.490558586973336,15.922429664262065,15.798086640901717,13.138190280533223,17.46834529358584,2.789691263620818,1.914943838967584,1.9999303498941488,1.9300159114226132
54,0.7397308510185145,32.37534912008056,16.866995309293877,16.76507321381771,13.937570413584123,18.510631829158232,2.792716708186767,1.9194497020012466,2.0011968559876125,1.931118862839019
55,0.7406743875716567,34.26072765002167,17.874467203079096,17.795044435497616,14.753089661364388,19.60897616644339,2.7953823639575504,1.9167411962981387,2.002311925367121,1.9252959875547293
56,0.7415115205605853,36.1465950627403,18.84096286543092,18.679809133292093,15.54816264202848,20.630231145847272,2.797748770820372,1.9185110294475163,2.0033011712346345,1.9350623341390587
57,0.742259278809877,38.03287332628672,19.812269152014284,19.717636555601477,16.362667352782076,21.720941101680637,2.799863614826137,1.9196626612767358,2.0041847419009913,1.9288758680097573
58,0.7429312431336142,39.91950017047442,20.786671209002918,20.70381325262263,17.13027604832339,22.838294560046076,2.8017649660352872,1.9204373691726495,2.004978703814579,1.9281230797142004
59,0.743538376619047,41.80642529979262,21.765095065324573,21.68666561425167,17.979861783946024,23.933961178515194,2.80348358499989,1.9208014104380013,2.0056960249855793,1.9277479555141477
