,r,opt_revenue_list,exp_revenue_list
122,12.980035470941901,247803.81843546365,[220250.71857345]
123,13.078231663326752,247881.43628263043,[220426.86783655]
124,13.176427855711404,248115.27185946057,[220244.63478318]
125,13.27462404809607,247983.39210534038,[220492.92858234]
126,13.372820240480836,247898.00284511372,[220598.52113181]
127,13.471016432865666,247709.8105916671,[220344.12405896]
128,13.569212625250424,248125.07978404302,[220371.03081526]
129,13.667408817635323,248566.3387619602,[220390.79991482]
130,13.765605010019929,247917.4626941546,[220717.82177862]
131,13.863801202404764,247069.65672887952,[220088.63379927]
132,13.961997394789464,248976.40405358974,[221014.58027677]
133,14.060193587174442,248498.1872936222,[220752.46202262]
134,14.158389779559172,248713.13522850187,[220894.84885511]
135,14.256585971943966,247943.15469935018,[220746.36310259]
136,14.35478216432876,248287.39005733296,[220678.01759298]
137,14.452978356713322,248831.11086219767,[221121.46689103]
138,14.55117454909814,248354.98287431145,[220668.93763972]
139,14.649370741482903,248334.811907505,[221010.78512702]
140,14.747566933867681,248548.8385165614,[220843.59298423]
141,14.845763126252669,248042.86404486815,[220964.8829861]
142,14.943959318637164,248577.80302211523,[220761.4380601]
143,15.042155511021964,248862.50530074732,[221198.62909685]
144,15.140351703406903,248843.36561090144,[221287.7988183]
145,15.238547895791596,248649.17965609493,[220860.21423457]
146,15.336744088176358,248515.88890005043,[220761.95333925]
147,15.434940280560959,248462.36914810722,[221043.73015591]
148,15.533136472945953,248882.38260516772,[220863.24236803]
149,15.63133266533058,248755.47834837955,[221008.78983139]
150,15.729528857715499,248947.470720578,[220714.80261515]
151,15.827725050100044,248440.62669945834,[221142.93736562]
152,15.925921242484785,249008.70750733724,[220605.92717578]
153,16.02411743486976,248876.91842789963,[221195.18621878]
154,16.122313627254613,248280.25223534022,[220855.90601401]
155,16.22050981963949,249395.97613972134,[221127.33841609]
156,16.31870601202422,249001.86686069937,[221046.45685292]
157,16.416902204408604,249481.7644190922,[221348.54530479]
158,16.515098396793444,248876.3331766199,[221247.13355935]
159,16.613294589178302,248156.2375819964,[220766.46415014]
160,16.711490781563047,248998.4079028645,[221387.47668882]
161,16.809686973947837,249515.6551089111,[221282.60959511]
162,16.907883166332432,248681.11291398836,[220970.28728498]
163,17.006079358717656,248939.49357214652,[220984.99309567]
164,17.1042755511023,249395.21369143718,[221571.73294227]
165,17.202471743487145,249146.442224091,[221296.75356868]
166,17.300667935871736,249330.39798951114,[221243.06626467]
167,17.398864128256637,248548.4587746091,[221161.77200051]
168,17.497060320640998,249149.02359433848,[221542.36388718]
169,17.59525651302629,248881.98902853025,[221654.38097002]
170,17.69345270541093,249406.53866384918,[221798.46712081]
171,17.79164889779575,249016.66143794768,[221354.3194947]
172,17.8898450901805,249494.996309626,[221526.74814697]
173,17.988041282565383,249363.8910758554,[221350.98583784]
174,18.086237474949765,249251.37556231738,[221276.38790563]
175,18.184433667334407,249034.20758737795,[221443.18130906]
176,18.282629859719645,249391.29848317377,[221256.26330554]
177,18.380826052104478,248709.3437739375,[220928.39023139]
178,18.479022244488924,249014.25066752842,[221295.93674468]
179,18.577218436873466,248893.42060068215,[221309.74582088]
180,18.67541462925851,248745.4873484607,[221127.90774799]
181,18.77361082164303,249682.1252396622,[221398.93412554]
182,18.87180701402825,248708.39839408806,[221254.48899865]
183,18.970003206412684,249493.52563557302,[221282.93376103]
184,19.06819939879751,248470.49213187152,[220764.02469563]
185,19.166395591182212,248496.39616236286,[220891.56915886]
186,19.264591783567,249228.27328640458,[221329.87377204]
187,19.362787975952212,249561.15412869334,[221437.70492675]
188,19.46098416833696,249737.69171333333,[221569.75449543]
189,19.55918036072121,249094.3424920536,[221392.66729028]
190,19.65737655310642,249303.30384808523,[221748.80320744]
191,19.755572745491328,249591.68402143216,[221556.45295591]
192,19.853768937875895,248451.17103125827,[221079.78092402]
193,19.951965130260152,249728.17988326252,[221596.71680142]
194,20.05016132264565,248363.3079663272,[221269.99229314]
195,20.148357515029986,249502.75470165475,[221300.43446887]
196,20.24655370741515,248623.01044181312,[221503.93909608]
197,20.344749899799925,248820.79070633167,[221453.47092923]
198,20.442946092184815,249535.93820065018,[221665.17800249]
199,20.54114228456928,249282.58673619578,[221563.16198444]
200,20.63933847695345,249096.73124581037,[221342.02671223]
201,20.737534669339006,249135.65118292213,[221489.62819073]
202,20.83573086172377,248777.25212243374,[221580.85503765]
203,20.93392705410803,248595.85819696137,[221362.289257]
204,21.03212324649319,249710.42502578732,[221597.65159272]
205,21.130319438877347,248833.87659274417,[221241.39871868]
206,21.22851563126247,249659.5380554464,[221634.37267063]
207,21.326711823647496,249788.19597075216,[221747.41422619]
208,21.424908016031875,249608.07191840364,[221586.46881401]
209,21.52310420841716,248715.8762727195,[221267.53720415]
210,21.62130040080134,248807.25792559516,[221415.09440141]
211,21.719496593185873,249498.96345419806,[221292.62718448]
212,21.817692785571513,249866.95456565515,[221479.32225482]
213,21.91588897795638,249903.22928274728,[221523.97945809]
214,22.014085170340667,250056.89502870096,[222191.12170931]
215,22.112281362725177,249891.75479044064,[221798.77777328]
216,22.210477555110057,248661.80652867258,[221583.63086743]
217,22.308673747494982,249457.49392397364,[221598.99985663]
218,22.406869939879382,249674.43059136881,[221690.98549771]
219,22.505066132264187,249747.8349979631,[221551.73883078]
220,22.603262324649815,249210.52646986477,[221590.73346524]
221,22.70145851703417,249184.08361812224,[221416.4154708]
222,22.79965470941928,249341.81972699147,[221502.05603481]
223,22.897850901803743,249091.0202159792,[221292.17124865]
224,22.996047094188537,249627.1170226208,[221700.98796713]
225,23.094243286572734,249899.13677562628,[221709.15406849]
226,23.192439478958043,249656.98701371427,[221735.17325644]
227,23.290635671342887,249594.05947357073,[221771.07611812]
228,23.388831863727706,249173.33975407606,[221637.97911826]
229,23.487028056111708,249159.02106338143,[221640.33240712]
230,23.58522424849701,248659.35436037605,[221464.70731936]
231,23.68342044088193,249129.101296214,[221473.87544377]
232,23.781616633266626,249263.97026030076,[221637.9528264]
233,23.879812825651968,249229.3519034342,[221575.70904568]
234,23.978009018035472,249907.15977745183,[221945.47631432]
235,24.0762052104211,248990.4295245474,[221594.52531223]
236,24.174401402805785,249839.5077567491,[221506.13997294]
237,24.272597595190565,249941.09005285118,[221957.45882794]
238,24.370793787575003,249916.02134979246,[221961.14668716]
239,24.46898997995961,249292.87001974738,[221726.51364408]
240,24.567186172344133,250243.38087113015,[221782.39732663]
241,24.665382364728938,249871.2176541265,[221976.29138047]
242,24.763578557114098,249650.46173873547,[221678.1364126]
243,24.861774749499364,249773.5029064752,[221886.86265016]
244,24.959970941883192,249095.05147480124,[221637.4166632]
245,25.05816713426837,249791.1059890148,[221754.30097378]
246,25.156363326652524,249965.772040867,[221667.73315876]
247,25.254559519038853,249326.92915293365,[221800.95385687]
248,25.352755711423207,249068.79726147602,[221456.51668871]
249,25.450951903808303,249574.22155797452,[221982.98075848]
250,25.54914809619185,249341.8647996075,[221795.4646339]
251,25.647344288577152,249431.44865059276,[221832.24316975]
252,25.74554048096149,248995.5575806388,[221532.420982]
253,25.843736673346843,249885.60404501163,[221899.15690218]
254,25.941932865731623,249756.65878072073,[222065.41364865]
255,26.040129058116197,249746.2933059522,[221711.06558198]
256,26.138325250501158,249993.11024475883,[222116.56187157]
257,26.236521442885564,249239.78590963874,[221833.40152211]
258,26.334717635271033,249616.10512662074,[221791.52532471]
259,26.432913827656137,249175.7213633364,[221511.73650692]
260,26.53111002003912,249404.3558765718,[221769.45331631]
261,26.62930621242408,249691.77547909738,[222047.07882188]
262,26.72750240481033,249131.5259024118,[221627.99821124]
263,26.825698597194688,249634.2381071994,[222138.42891687]
264,26.92389478958001,249170.58468302732,[221675.85253]
265,27.022090981963622,249841.74491029172,[222059.03802954]
266,27.120287174349574,249337.0791202216,[221846.71260173]
267,27.21848336673265,249445.68200210156,[221616.38025717]
268,27.316679559119084,249390.67539915734,[222034.86307862]
269,27.414875751502485,249297.7157403689,[221147.57938611]
270,27.513071943887965,249834.03640368278,[221799.90277941]
271,27.611268136273047,249498.6165668607,[221790.8358202]
272,27.709464328657443,249311.74684135526,[221895.94779461]
273,27.80766052104157,249440.00494181775,[221903.25985939]
274,27.905856713427834,249626.07060034332,[221801.29517821]
275,28.004052905811037,249421.0937127457,[221803.53774336]
276,28.102249098197227,250072.8898236605,[221677.04710724]
277,28.20044529058202,249759.0938858017,[221919.1434743]
278,28.29864148296682,249890.12870009834,[221855.92531367]
279,28.39683767535103,249839.57373369814,[222067.02878774]
280,28.49503386773569,250324.65141527817,[222260.14346524]
281,28.593230060120227,250158.297016162,[221794.73960571]
282,28.691426252503824,250087.66069880564,[222071.0934166]
283,28.78962244489096,250194.55025986713,[222440.21008804]
284,28.887818637273806,249109.26167148576,[221789.09786579]
285,28.986014829659368,249242.99084406564,[222208.53917535]
286,29.08421102204315,249362.71647427665,[222135.55169024]
287,29.182407214429492,250130.88081271062,[222062.52828347]
288,29.280603406812812,250145.78864455145,[221867.73597276]
289,29.37879959919773,249048.2381793939,[222104.46658981]
290,29.476995791584418,250137.57526828916,[222055.78821387]
291,29.575191983967837,249575.68724425032,[221902.80024923]
292,29.67338817635199,249831.88390511466,[221706.36895636]
293,29.771584368736423,249166.13353602774,[221657.08935419]
294,29.869780561123328,250218.47081063947,[221857.25286684]
295,29.967976753508054,248861.17484077002,[221811.40575388]
296,30.06617294589158,249993.2895258324,[222284.45001918]
297,30.164369138277024,250271.28096610788,[222019.99888284]
298,30.262565330662095,250308.77106269044,[221785.94913089]
299,30.360761523046175,250244.44870842545,[222041.36768332]
300,30.458957715431854,248863.93080290634,[221777.31547365]
301,30.557153907814932,248551.05160369002,[221780.69076225]
302,30.655350100201165,249704.00771696473,[221640.32552787]
303,30.75354629258471,249098.68459665374,[221303.81862967]
304,30.85174248497134,249362.484618073,[221872.4913485]
305,30.9499386773551,250277.89782338103,[222095.32932091]
306,31.04813486973931,249446.93067247892,[221832.09288331]
307,31.146331062125576,249763.5421424006,[222020.94929673]
308,31.244527254510658,249567.18305858015,[221999.18957072]
309,31.342723446892837,249579.36349895064,[221852.64237315]
310,31.440919639279677,250162.35818395155,[222163.19878334]
311,31.539115831663725,248862.12817727847,[221714.67006292]
312,31.63731202404648,249529.90002721254,[221839.03217919]
313,31.735508216433832,250068.91550114925,[222181.96579604]
314,31.833704408817166,249852.40818819572,[222147.08320395]
315,31.931900601202067,249470.19269610828,[221918.53274282]
316,32.030096793587816,249995.16985228585,[222339.26611376]
317,32.12829298597345,249853.42507254993,[221804.72279216]
318,32.22648917835678,249499.05956127998,[221810.16911444]
319,32.324685370743175,249179.59200266935,[221620.44373227]
320,32.42288156312514,250705.57617057473,[222340.06870193]
321,32.52107775551287,249405.91770096406,[222129.837362]
322,32.61927394789456,249497.5859120436,[221534.7586911]
323,32.71747014027932,249583.24186509984,[222048.20260637]
324,32.81566633266585,249795.638852536,[221939.22097357]
325,32.91386252504927,249423.09646854142,[221991.93612232]
326,33.01205871743488,249265.1270437293,[221776.59338892]
327,33.11025490981777,250501.58357631517,[222513.09652726]
328,33.20845110220565,249371.3387894253,[221376.78148452]
329,33.30664729458817,250163.57676804205,[221932.06210308]
330,33.40484348697561,250067.40176213023,[222093.99569709]
331,33.503039679360214,249375.26425777128,[222086.6960342]
332,33.60123587174521,248780.91592106732,[221995.0172965]
333,33.69943206412983,249343.49334019027,[221883.85003781]
334,33.79762825651466,249914.04592041072,[221903.44709282]
335,33.895824448897336,249956.50797458054,[222353.82241325]
336,33.994020641282575,249869.17375023762,[221939.09279099]
337,34.09221683366671,249575.17199319275,[222175.28634725]
338,34.19041302605165,249166.3395878373,[221202.90651879]
339,34.288609218435,250448.59881025148,[222201.84472066]
340,34.38680541082355,249286.99907767033,[221915.82292634]
341,34.485001603206534,249833.48113591608,[222116.01146388]
342,34.58319779559058,250106.4110118032,[222222.33379684]
343,34.68139398797414,249278.15835122735,[221757.53214666]
344,34.77959018035929,250332.75437142403,[221869.81037037]
345,34.87778637274537,250236.24437244152,[222176.77375086]
346,34.9759825651311,250317.42222249552,[222164.71549602]
347,35.074178757514844,249292.3820608646,[221653.90165915]
348,35.17237494990154,250329.96677563922,[222024.72586661]
349,35.27057114228656,249180.0709145585,[221708.07755407]
350,35.36876733466812,249815.2794695662,[221796.30102521]
351,35.46696352705403,249801.51345330937,[221958.89960308]
352,35.56515971943708,249768.7589266466,[222375.10938176]
353,35.66335591182117,248914.27888275415,[221760.83117372]
354,35.76155210420942,249291.83792061472,[221750.14246696]
355,35.85974829659169,249527.60647140958,[222102.40922292]
356,35.957944488977226,250142.77422313014,[222359.30540439]
357,36.056140681364745,250078.9803504278,[222136.88301733]
358,36.15433687374538,249429.06572837234,[221754.17292506]
359,36.252533066133765,250163.01580207524,[221871.72851014]
360,36.35072925851675,249328.33722961805,[221875.43360949]
361,36.448925450901505,250524.5687248507,[222512.23079063]
362,36.54712164328443,249925.49340919006,[222126.46045217]
363,36.64531783567149,249556.04993391936,[221987.32612691]
364,36.743514028053404,249890.54092705066,[222028.42584343]
365,36.841710220443,249942.4380318623,[222424.52217716]
366,36.939906412826936,249345.27223030996,[221882.90063562]
367,37.03810260521161,249410.11571658298,[222093.72903619]
368,37.13629879759795,250189.9072543037,[221879.12648158]
369,37.23449498997732,248751.89717038212,[221752.38923735]
370,37.33269118236654,249191.1543515131,[221934.72155256]
371,37.430887374749545,249455.65293740525,[221784.48940106]
372,37.52908356713682,249916.86122008393,[221749.58920198]
373,37.62727975951804,249587.17976939137,[221837.51359616]
374,37.72547595190361,249417.25434965035,[221813.57464293]
375,37.82367214428564,249728.6388250567,[221941.42439073]
376,37.92186833667611,249065.3701227658,[221642.32113395]
377,38.020064529055716,249975.8988982559,[221968.89007955]
378,38.11826072144224,249984.66892780963,[222066.24782945]
379,38.21645691382496,249902.5498934559,[221839.51179815]
380,38.31465310621245,249736.53049943745,[222061.6877116]
381,38.4128492985985,250638.04739094255,[222349.77153532]
382,38.511045490980365,249054.91632050238,[221715.0154569]
383,38.609241683367685,249808.61294150547,[221945.1516419]
384,38.707437875748994,249537.67550380423,[222135.82932774]
385,38.805634068135966,249306.66842919218,[221876.05990657]
386,38.903830260519285,249661.87034845378,[221760.09829801]
387,39.0020264529085,249762.3994339192,[221607.66968897]
388,39.1002226452875,249445.46381806384,[222137.8910221]
389,39.19841883767412,249867.54908727208,[221571.94705237]
390,39.296615030060316,249547.5892751458,[222157.58682055]
391,39.39481122244274,250305.22358818928,[222331.22165292]
392,39.493007414832206,249547.79960323978,[222014.43846713]
393,39.59120360721245,249909.9246572572,[221919.87558728]
394,39.68939979959813,249840.5906479879,[222182.87590198]
395,39.78759599198662,249334.79586001634,[222068.81645182]
396,39.88579218436691,249783.78213936175,[221755.48104487]
397,39.983988376752535,249406.79648160478,[221794.21930558]
398,40.08218456913914,250227.30320889395,[222082.65698725]
399,40.180380761526536,249471.7623395151,[221814.2357321]
400,40.278576953906416,249731.94827972844,[222219.02366895]
401,40.37677314629391,249687.50029984448,[222158.84207584]
402,40.474969338679784,249441.2873677456,[221529.8021855]
403,40.57316553106168,249893.2120336791,[222003.48958873]
404,40.67136172344627,249302.39284346244,[221766.97879554]
405,40.76955791583505,249816.22620290294,[221881.56032244]
406,40.86775410821594,250013.4344251177,[221725.93788669]
407,40.9659503005978,249576.3908418912,[221677.18565508]
408,41.06414649298291,250142.14191320588,[222042.46371202]
409,41.16234268537402,250133.56754687143,[222362.7869486]
410,41.26053887775502,250791.19986757915,[222517.78733909]
411,41.35873507013782,250334.1336069086,[222256.2378674]
412,41.4569312625282,249836.10004765866,[221830.35679142]
413,41.55512745490952,250233.0140640491,[222401.87955416]
414,41.65332364729308,249478.251048783,[222147.79281438]
415,41.75151983967652,249961.04951251537,[221890.69869309]
416,41.84971603206808,249341.10365093485,[221829.38431998]
417,41.94791222444838,249633.10460071414,[222202.59819966]
418,42.04610841683144,249970.04844464728,[222249.65412024]
419,42.144304609221756,249001.4574844985,[222122.88637269]
420,42.24250080160424,250374.2215222902,[222141.45692973]
421,42.34069699398492,249011.04472583602,[222082.10163484]
422,42.43889318637475,249044.29328987037,[221885.38132952]
423,42.53708937875553,249902.62080024113,[222251.06858809]
424,42.6352855711391,249610.2150255023,[222146.73704994]
425,42.73348176352454,250303.71717101135,[222034.90491794]
426,42.831677955913804,249667.66784857257,[221787.70291533]
427,42.92987414830068,249927.63067825598,[222127.89352428]
428,43.02807034068433,250159.61780076002,[222306.2441815]
429,43.126266533063934,249203.87665033533,[221643.93738181]
430,43.224462725449,249941.3043406187,[222381.711737]
431,43.32265891783174,249855.60851088987,[222119.98493348]
432,43.42085511021916,249913.7509616797,[221910.69673351]
433,43.51905130260885,249987.86894720735,[222280.32642558]
434,43.617247494988064,250060.9806178681,[222276.82063059]
435,43.71544368737559,249598.64563669675,[222261.81941603]
436,43.81363987975899,249917.4840825973,[222255.30316717]
437,43.91183607214711,249751.82043975577,[222038.48489864]
438,44.01003226452601,249800.92558861576,[221840.63987917]
439,44.108228456912954,249130.76325636846,[221538.38739536]
440,44.206424649302235,249292.73508572255,[221938.45176966]
441,44.30462084168074,249116.0460593449,[221970.36508692]
442,44.40281703406786,249575.7021050718,[221898.3712754]
443,44.501013226453146,248870.5318230176,[221836.36119508]
444,44.59920941883391,250506.9922353132,[222237.90727208]
445,44.697405611218,250337.26884015417,[222226.33848204]
446,44.7956018036101,249915.78773222718,[222329.15661477]
447,44.89379799599067,250806.99247166203,[222500.40589481]
448,44.99199418837751,248782.08036822453,[221753.00193149]
449,45.09019038076053,249575.37009412108,[222120.55730895]
450,45.188386573148705,250548.48341182971,[222282.79841622]
451,45.28658276552861,250596.5006492023,[222688.81205605]
452,45.38477895791668,250365.78216506468,[222240.10157866]
453,45.48297515030049,249672.50231922622,[221722.94394087]
454,45.581171342684485,249953.27181633102,[222100.46882513]
455,45.679367535064955,250101.1643555815,[221767.13012563]
456,45.77756372745846,250956.37608039443,[221979.79456447]
457,45.87575991983599,250084.2304876645,[222034.59584696]
458,45.97395611222805,249779.53404857308,[222301.20412114]
459,46.072152304606455,249561.74673632445,[221796.49065681]
460,46.17034849699141,250227.12226501227,[222054.0972172]
461,46.26854468937628,249478.8180603832,[222055.92451878]
462,46.36674088175998,249889.42298772992,[222318.01947837]
463,46.46493707414725,248850.36841768143,[221964.64590394]
464,46.5631332665374,249973.30425162823,[222312.65772662]
465,46.661329458923376,249711.51523471603,[222284.49104576]
466,46.75952565130164,250146.08082242848,[222030.01323149]
467,46.85772184369278,249576.55872008746,[222476.42972933]
468,46.955918036070145,249325.73704663757,[221990.6375124]
469,47.054114228457856,249973.0958254797,[222139.79892454]
470,47.15231042084512,250018.99486810705,[222466.30684752]
471,47.25050661322439,250462.5320255485,[222158.3452476]
472,47.3487028056057,250005.87009056986,[222291.50756517]
473,47.446898997994104,249584.16793614256,[221902.60101429]
474,47.545095190376,249636.03779537088,[221575.63562616]
475,47.64329138276271,250123.51838541983,[222033.51469761]
476,47.74148757514875,250139.41088414847,[222131.18865317]
477,47.8396837675387,250574.93105572747,[222547.09779668]
478,47.937879959923514,250085.2543642877,[222531.85705122]
479,48.03607615230202,249578.58342845464,[221797.19645946]
480,48.13427234468782,249826.2520243263,[221727.48810571]
481,48.23246853707574,249123.73420640916,[221553.85859942]
482,48.33066472945364,250211.67245518818,[222285.9961429]
483,48.42886092184875,249538.11572184289,[221721.17132721]
484,48.52705711423265,249405.08979896607,[222260.45898818]
485,48.62525330660974,249381.96475088433,[222218.70673296]
486,48.72344949900251,250076.22973881787,[221991.09674136]
487,48.821645691380034,250514.70902207698,[222283.07213367]
488,48.91984188376138,248753.0256425559,[221641.27701365]
489,49.01803807614806,249479.25366732568,[222059.64601858]
490,49.116234268541525,250380.33650781063,[222179.74537828]
491,49.21443046091633,249994.48346132555,[222291.3479218]
492,49.31262665330717,249693.55305671657,[221789.42029055]
493,49.41082284569285,249303.68867172606,[221919.99954965]
494,49.50901903807262,249731.14973105662,[222001.11341331]
495,49.607215230458394,249568.08887062024,[222257.59008868]
496,49.705411422847234,250110.4509042176,[222084.39054894]
497,49.80360761522803,249492.74742757654,[221696.34848032]
498,49.90180380760998,248916.00241019903,[221931.33089037]
499,50.00000000000405,249826.05917615036,[222346.6754881]
