,r_list,u_m_list,rev_A_list,APX_rev_list,rev_A1_list,rev_A2_list,rho_list,DAPX,r_rho_list,APX_pareto0_list
31,6.693914285714276,4.781699847884047,1.4247342824354146,0.8992950927158697,1.2262669259894188,1.7515173319637873,63.44442238170505,3.3562046669574745,6.284223652101208,5.317164395330259
32,6.877585714285719,4.792965743040872,1.4261381240869098,0.8812769666588978,1.215639901407365,1.7563434300900143,66.81192195429563,3.360800515805288,6.355411216390581,5.43865994956386
33,7.061257142857136,4.803387060690564,1.4248232723338055,0.867408841780577,1.210645674776804,1.7525630252131086,70.2703360373717,3.3712160335666064,6.424742760168403,5.537627505422233
34,7.244928571428585,4.813045638008006,1.429990539086676,0.8618283952284096,1.2163047631807753,1.761360096116394,73.81968044613379,3.3657884485599894,6.492304870938949,5.584691412647652
35,7.428599999999997,4.822013694922727,1.4294280137076758,0.858752332234733,1.2197765842673332,1.7632234083032763,77.4599692290555,3.3733868713089663,6.558178674787201,5.615138980029772
36,7.612271428571424,4.830355151005873,1.4295020355662988,0.8588129735053409,1.2282627077980122,1.767017035045659,81.19121489630953,3.379047410095028,6.622440244932237,5.624455265609507
37,7.795942857142836,4.838126737944646,1.4326147829598204,0.8433503909132531,1.2217237638652043,1.7713392321785018,85.01342861492918,3.3771302624345023,6.685160977737064,5.736793140874105
38,7.9796142857143035,4.8453789428602185,1.4312797582395025,0.8349425330902205,1.2318891424333895,1.766898709288326,88.92662037606488,3.3853472145935424,6.746407938470758,5.8032484282803285
39,8.163285714285736,4.852156811070739,1.433757423058124,0.8368168785654423,1.2165327556709453,1.769371599173388,92.93079913872975,3.384224369504125,6.8062441790879475,5.798349597571223
40,8.346957142857127,4.858500631604706,1.4336446238486544,0.8114434338959644,1.2229817789872914,1.7727986158114468,97.02597295370636,3.388915600689061,6.864729030198644,5.98747913736599
41,8.53062857142857,4.864446524534939,1.4356055776457346,0.8221263091382176,1.220197766214199,1.7756640074798085,101.21214907063407,3.388428270467017,6.921918369335712,5.916908959687748
42,8.714299999999984,4.87002694580174,1.4350811595546684,0.8043211294518565,1.2202826518100327,1.7755118588661074,105.48933403080274,3.393555070650497,6.977864867433223,6.054829057046724
43,8.89797142857145,4.875271122449668,1.4348521107337833,0.808985450511443,1.2312009692636574,1.76881981213712,109.85753374778763,3.397751647001763,7.032618215381034,6.026401487650373
44,9.081642857142832,4.880205428979344,1.4346074036447083,0.7963107377285465,1.2374736906265962,1.7787660059559047,114.31675357766686,3.401770698088468,7.086225332326415,6.128518928301769
45,9.265314285714288,4.884853713707513,1.4351942375313522,0.7939581596793833,1.2354772012706488,1.7840204762533138,118.86699838035035,3.4036185388465943,7.138730557279477,6.15253291896404
46,9.448985714285698,4.889237582552058,1.438553493875748,0.7922079635212621,1.2351191981049796,1.783136546219716,123.50827257322763,3.3987179506126557,7.190175825474424,6.171659220414837
47,9.63265714285714,4.893376646448447,1.4399351891566865,0.7706728489141956,1.2255951148699307,1.789525145798939,128.24058017825115,3.3983311771929854,7.240600830780424,6.349486235751975
48,9.816328571428578,4.8972887376084415,1.4375336451409666,0.7873734244994608,1.2272115847577079,1.7851761951767322,133.0639248633095,3.4067298210110457,7.290043175378697,6.219779059372857
49,9.999999999999968,4.900990099009901,1.4346295669785931,0.7766627163511272,1.2277960396044647,1.7755454372233184,137.97830997868692,3.416205975269037,7.338538507785812,6.310319776949582
