,r_list,u_m_list,rev_A_list,APX_rev_list,rev_A1_list,rev_A2_list,rho_list,DAPX,r_rho_list,APX_uniform_list
33,0.19629909152447267,25.0,19.454217352475546,19.0689269093601,16.50729249999244,20.30909312028928,1.4861427319091856,1.2850684017272356,1.3357504332233952,1.3110333957873945
34,0.1847520861406802,25.0,19.658881564972873,19.280196162191455,17.000000000010818,20.533223057924754,1.461767043983557,1.271689842444732,1.3204072804558558,1.2966673051296596
35,0.17320508075688773,25.0,19.875023083140746,19.537605068245565,17.5,20.761362143896108,1.4373890367165993,1.2578601743213362,1.3049217015490497,1.2795836497193025
36,0.16165807537309523,25.0,20.085212524382484,19.73150964903313,17.999999999983313,20.97529796450424,1.4129853328760908,1.2446968121273898,1.289276133322916,1.2670089843442383
37,0.15011106998930268,25.0,20.307772997580987,19.995949039667494,18.50000000003395,21.201975237064268,1.3885285593572285,1.2310557146260173,1.2734497840488446,1.2502532363132945
38,0.13856406460551013,25.0,20.531251202855316,20.213657844786315,18.999999999965414,21.460751625116814,1.363986266279316,1.217655940838287,1.2574177706458685,1.2367875320719461
39,0.12701705922171763,25.0,20.767283465816504,20.50093898375735,19.500000000024357,21.679683532560347,1.339319438698365,1.2038165724058545,1.2411499333578484,1.2194563390392608
40,0.11547005383792515,25.0,21.007151327766113,20.702967815696947,20.0,21.92713591975403,1.314480395713109,1.1900709244168846,1.2246091663487695,1.2075563379393872
41,0.10392304845413258,25.0,21.257231093601153,20.992200659378767,20.499999999971152,22.196249291050783,1.2894097367856947,1.1760703870564542,1.2077489968541744,1.1909184942375564
42,0.0923760430703401,25.0,21.518656188610592,21.274431819252893,21.000000000036838,22.461768775827306,1.264031745725221,1.1617825844177023,1.190509950335572,1.1751195149369653
43,0.08082903768654762,25.0,21.79322002624703,21.613944684661746,21.499999999962665,22.72796429308075,1.238247174503203,1.147145762300882,1.1728138575001597,1.1566606820152157
44,0.06928203230275506,25.0,22.085601430206847,21.91973241672081,22.000000000034817,23.011796040608655,1.2119213026717968,1.1319592123856352,1.1545544582622826,1.1405248715960374
45,0.057735026918962574,25.0,22.3996594320077,22.29180654735979,22.5,23.305257549031182,1.1848628099289025,1.1160883974993199,1.1355808210442877,1.1214882897393958
46,0.04618802153517,25.0,22.741107188376592,22.65523617019181,22.999999999961634,23.601339100992266,1.1567829169416208,1.0993308194236897,1.1156653673063732,1.1034976555615548
47,0.03464101615137753,25.0,23.119156444646386,23.058518058744383,23.500000000039112,23.919908984670105,1.1272058742483808,1.0813543331417335,1.0944340344731722,1.084198036331279
48,0.02309401076758495,25.0,23.55081360668184,23.54139788958607,23.999999999960494,24.25455699646419,1.0952316919267189,1.0615344513153888,1.0711817751342125,1.0619590271255375
49,0.011547005383792474,25.0,24.0766728166968,24.067026724451797,24.500000000043144,24.60537272544649,1.0586487501099058,1.0383494509533264,1.0441852449953253,1.038765622618448
